tab	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
cromwell	This study		0.4	185.0	12.1	NA93-49Be_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		2.6889999999999995e-08	3.0	273.0	NA93-49Be_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI30	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1762	pmagpy-4.2.17	NA93-49Be	u	2019-01-10T12:15:00Z	0	0.0	0.0	0.0	30	843.0
cromwell	This study		0.1	196.3	-88.2	NA93-49Be_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		2.366e-06	3.0	273.0	NA93-49Be_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI31	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1763	pmagpy-4.2.17	NA93-49Be	u	2019-01-10T14:22:00Z	0	3e-05	0.0	-90.0	31	818.0
cromwell	This study		0.1	136.8	-87.5	NA93-49Be_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		2.485e-06	3.0	273.0	NA93-49Be_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI32	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1764	pmagpy-4.2.17	NA93-49Be	u	2019-01-10T16:43:00Z	0	3e-05	0.0	-90.0	32	843.0
cromwell	This study		0.1	245.7	-88.8	NA93-49Be_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		2.504e-06	3.0	273.0	NA93-49Be_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI33	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1765	pmagpy-4.2.17	NA93-49Be	u	2019-01-10T19:03:00Z	0	3e-05	0.0	-90.0	33	853.0
cromwell	This study		0.6	218.9	-4.5	NA93-49Be_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		6.283999999999999e-09	3.0	273.0	NA93-49Be_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI34	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1766	pmagpy-4.2.17	NA93-49Be	u	2019-01-11T10:07:00Z	0	0.0	0.0	0.0	34	853.0
cromwell	This study		0.9	106.6	10.4	NA93-49Be_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		3.275e-09	3.0	273.0	NA93-49Be_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI35	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1767	pmagpy-4.2.17	NA93-49Be	u	2019-01-11T12:37:00Z	0	0.0	0.0	0.0	35	873.0
cromwell	This study		0.1	98.8	-88.0	NA93-49Be_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		2.495e-06	3.0	273.0	NA93-49Be_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI36	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1768	pmagpy-4.2.17	NA93-49Be	u	2019-01-11T14:36:00Z	0	3e-05	0.0	-90.0	36	843.0
cromwell	This study		0.2	289.3	-88.2	NA93-49Be_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		2.494e-06	3.0	273.0	NA93-49Be_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI37	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1769	pmagpy-4.2.17	NA93-49Be	u	2019-01-11T17:29:00Z	0	3e-05	0.0	-90.0	37	873.0
cromwell	This study		0.3	61.9	-66.7	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		6.54e-07	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI0	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1770	pmagpy-4.2.17	NA93-49Bf	u	2019-01-04T09:35:00Z	0	0.0	0.0	0.0	0	273.0
cromwell	This study		0.3	60.9	-66.6	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		6.473e-07	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI1	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1771	pmagpy-4.2.17	NA93-49Bf	u	2019-01-04T12:15:00Z	0	0.0	0.0	0.0	1	373.0
cromwell	This study		0.3	60.5	-66.7	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		6.509e-07	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI2	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1772	pmagpy-4.2.17	NA93-49Bf	u	2019-01-04T14:43:00Z	0	3e-05	0.0	-90.0	2	373.0
cromwell	This study		0.3	60.7	-67.2	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		6.364e-07	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI3	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1773	pmagpy-4.2.17	NA93-49Bf	u	2019-01-04T17:19:00Z	0	3e-05	0.0	-90.0	3	473.0
cromwell	This study		0.3	60.6	-66.9	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		6.235e-07	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI4	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1774	pmagpy-4.2.17	NA93-49Bf	u	2019-01-05T10:09:00Z	0	0.0	0.0	0.0	4	473.0
cromwell	This study		0.3	60.8	-67.1	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		5.678e-07	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI5	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1775	pmagpy-4.2.17	NA93-49Bf	u	2019-01-05T12:32:00Z	0	0.0	0.0	0.0	5	573.0
cromwell	This study		0.3	62.5	-67.2	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		5.73e-07	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI6	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1776	pmagpy-4.2.17	NA93-49Bf	u	2019-01-05T14:45:00Z	0	3e-05	0.0	-90.0	6	373.0
cromwell	This study		0.3	63.0	-68.1	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		5.862e-07	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI7	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1777	pmagpy-4.2.17	NA93-49Bf	u	2019-01-05T16:51:00Z	0	3e-05	0.0	-90.0	7	573.0
cromwell	This study		0.3	61.3	-70.3	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		5.574000000000001e-07	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI8	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1778	pmagpy-4.2.17	NA93-49Bf	u	2019-01-05T19:17:00Z	0	3e-05	0.0	-90.0	8	623.0
cromwell	This study		0.3	61.2	-67.6	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		4.889e-07	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI9	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1779	pmagpy-4.2.17	NA93-49Bf	u	2019-01-06T09:53:00Z	0	0.0	0.0	0.0	9	623.0
cromwell	This study		0.3	63.1	-69.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		2.6190000000000004e-07	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI10	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1780	pmagpy-4.2.17	NA93-49Bf	u	2019-01-06T12:02:00Z	0	0.0	0.0	0.0	10	673.0
cromwell	This study		0.6	65.4	-73.4	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		3.421e-07	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI11	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1781	pmagpy-4.2.17	NA93-49Bf	u	2019-01-06T14:13:00Z	0	3e-05	0.0	-90.0	11	573.0
cromwell	This study		0.2	62.0	-78.9	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		4.7460000000000003e-07	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI12	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1782	pmagpy-4.2.17	NA93-49Bf	u	2019-01-06T16:26:00Z	0	3e-05	0.0	-90.0	12	673.0
cromwell	This study	average of multiple measurements	8.6	83.5	-79.7	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		6.238000000000001e-07	2.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI13	LT-T-I:DE-VM:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1783	pmagpy-4.2.17	NA93-49Bf	u	2019-01-07T09:31:00Z	0	3e-05	0.0	-90.0	13	703.0
cromwell	This study		0.2	62.4	-71.3	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.8469999999999998e-07	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI14	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1784	pmagpy-4.2.17	NA93-49Bf	u	2019-01-07T11:41:00Z	0	0.0	0.0	0.0	14	703.0
cromwell	This study		0.3	66.0	-71.4	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.501e-07	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI15	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1785	pmagpy-4.2.17	NA93-49Bf	u	2019-01-07T13:55:00Z	0	0.0	0.0	0.0	15	733.0
cromwell	This study		0.1	48.8	-85.8	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		7.39e-07	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI16	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1786	pmagpy-4.2.17	NA93-49Bf	u	2019-01-07T16:22:00Z	0	3e-05	0.0	-90.0	16	673.0
cromwell	This study		0.2	45.0	-86.4	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		8.034999999999999e-07	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI17	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1787	pmagpy-4.2.17	NA93-49Bf	u	2019-01-07T18:30:00Z	0	3e-05	0.0	-90.0	17	733.0
cromwell	This study		0.1	90.9	-88.8	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		8.802e-07	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI18	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1788	pmagpy-4.2.17	NA93-49Bf	u	2019-01-07T20:59:00Z	0	3e-05	0.0	-90.0	18	763.0
cromwell	This study		0.2	54.6	-70.2	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.152e-07	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI19	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1789	pmagpy-4.2.17	NA93-49Bf	u	2019-01-08T07:54:00Z	0	0.0	0.0	0.0	19	763.0
cromwell	This study		0.2	57.4	-68.1	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		9.978e-08	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI20	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1790	pmagpy-4.2.17	NA93-49Bf	u	2019-01-08T10:17:00Z	0	0.0	0.0	0.0	20	783.0
cromwell	This study		0.1	142.8	-88.4	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		9.366e-07	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI21	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1791	pmagpy-4.2.17	NA93-49Bf	u	2019-01-08T12:24:00Z	0	3e-05	0.0	-90.0	21	733.0
cromwell	This study		0.1	28.2	-87.6	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		9.967e-07	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI22	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1792	pmagpy-4.2.17	NA93-49Bf	u	2019-01-08T14:45:00Z	0	3e-05	0.0	-90.0	22	783.0
cromwell	This study		0.2	36.9	-88.2	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.025e-06	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI23	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1793	pmagpy-4.2.17	NA93-49Bf	u	2019-01-08T17:09:00Z	0	3e-05	0.0	-90.0	23	803.0
cromwell	This study		0.4	64.9	-68.5	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		8.422000000000001e-08	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI24	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1794	pmagpy-4.2.17	NA93-49Bf	u	2019-01-09T10:09:00Z	0	0.0	0.0	0.0	24	803.0
cromwell	This study		0.2	64.5	-68.9	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		5.577000000000001e-08	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI25	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1795	pmagpy-4.2.17	NA93-49Bf	u	2019-01-09T13:11:00Z	0	0.0	0.0	0.0	25	818.0
cromwell	This study		0.1	12.0	-89.1	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		9.9e-07	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI26	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1796	pmagpy-4.2.17	NA93-49Bf	u	2019-01-09T15:16:00Z	0	3e-05	0.0	-90.0	26	783.0
cromwell	This study		0.1	334.5	-88.2	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.037e-06	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI27	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1797	pmagpy-4.2.17	NA93-49Bf	u	2019-01-09T17:21:00Z	0	3e-05	0.0	-90.0	27	818.0
cromwell	This study		0.1	95.4	-89.4	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.053e-06	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI28	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1798	pmagpy-4.2.17	NA93-49Bf	u	2019-01-10T07:25:00Z	0	3e-05	0.0	-90.0	28	833.0
cromwell	This study		0.4	90.2	-63.4	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		3.2739999999999994e-08	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI29	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1799	pmagpy-4.2.17	NA93-49Bf	u	2019-01-10T09:32:00Z	0	0.0	0.0	0.0	29	833.0
cromwell	This study		0.2	67.6	-73.8	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		2.843e-08	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI30	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1800	pmagpy-4.2.17	NA93-49Bf	u	2019-01-10T12:15:00Z	0	0.0	0.0	0.0	30	843.0
cromwell	This study		0.1	306.8	-89.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		9.856e-07	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI31	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1801	pmagpy-4.2.17	NA93-49Bf	u	2019-01-10T14:22:00Z	0	3e-05	0.0	-90.0	31	818.0
cromwell	This study		0.1	92.5	-89.3	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.028e-06	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI32	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1802	pmagpy-4.2.17	NA93-49Bf	u	2019-01-10T16:43:00Z	0	3e-05	0.0	-90.0	32	843.0
cromwell	This study		0.1	125.3	-88.5	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.017e-06	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI33	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1803	pmagpy-4.2.17	NA93-49Bf	u	2019-01-10T19:03:00Z	0	3e-05	0.0	-90.0	33	853.0
cromwell	This study		0.1	11.3	-78.6	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.3400000000000001e-08	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI34	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1804	pmagpy-4.2.17	NA93-49Bf	u	2019-01-11T10:07:00Z	0	0.0	0.0	0.0	34	853.0
cromwell	This study		0.2	88.8	-76.2	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		9.149e-09	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI35	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1805	pmagpy-4.2.17	NA93-49Bf	u	2019-01-11T12:37:00Z	0	0.0	0.0	0.0	35	873.0
cromwell	This study		0.2	216.3	-88.8	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.003e-06	3.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI36	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1806	pmagpy-4.2.17	NA93-49Bf	u	2019-01-11T14:37:00Z	0	3e-05	0.0	-90.0	36	843.0
cromwell	This study	average of multiple measurements	0.1	208.3	-87.3	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.002e-06	2.0	273.0	NA93-49Bf_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI37	LT-T-I:DE-VM:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1807	pmagpy-4.2.17	NA93-49Bf	u	2019-01-11T17:31:00Z	0	3e-05	0.0	-90.0	37	873.0
cromwell	This study		0.2	209.9	70.2	NA94-19a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		7.184e-06	3.0	273.0	NA94-19a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI0	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1808	pmagpy-4.2.17	NA94-19a	u	2019-01-04T09:28:00Z	0	0.0	0.0	0.0	0	273.0
cromwell	This study		0.2	206.3	69.1	NA94-19a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		6.939e-06	3.0	273.0	NA94-19a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI1	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1809	pmagpy-4.2.17	NA94-19a	u	2019-01-04T12:11:00Z	0	0.0	0.0	0.0	1	373.0
cromwell	This study		0.2	206.9	68.6	NA94-19a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		6.742000000000001e-06	3.0	273.0	NA94-19a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI2	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1810	pmagpy-4.2.17	NA94-19a	u	2019-01-04T14:38:00Z	0	3e-05	0.0	-90.0	2	373.0
cromwell	This study		0.2	205.1	67.0	NA94-19a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		6.105e-06	3.0	273.0	NA94-19a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI3	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1811	pmagpy-4.2.17	NA94-19a	u	2019-01-04T17:14:00Z	0	3e-05	0.0	-90.0	3	473.0
cromwell	This study		0.2	205.8	68.0	NA94-19a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		6.422999999999999e-06	3.0	273.0	NA94-19a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI4	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1812	pmagpy-4.2.17	NA94-19a	u	2019-01-05T10:04:00Z	0	0.0	0.0	0.0	4	473.0
cromwell	This study		0.2	203.3	67.4	NA94-19a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		5.782000000000001e-06	3.0	273.0	NA94-19a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI5	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1813	pmagpy-4.2.17	NA94-19a	u	2019-01-05T12:27:00Z	0	0.0	0.0	0.0	5	573.0
cromwell	This study		0.2	204.0	66.7	NA94-19a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		5.61e-06	3.0	273.0	NA94-19a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI6	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1814	pmagpy-4.2.17	NA94-19a	u	2019-01-05T14:41:00Z	0	3e-05	0.0	-90.0	6	373.0
cromwell	This study		0.3	202.8	64.3	NA94-19a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		5.148e-06	3.0	273.0	NA94-19a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI7	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	1815	pmagpy-4.2.17	NA94-19a	u	2019-01-05T16:47:00Z	0	3e-05	0.0	-90.0	7	573.0
